,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,Item_MRP_Group,price/weight
1419,15.7,Regular,-3.480303253303637,252.9724,MED,Small,Tier 2,Supermarket Type1,3020.0688,FD,6,D,16.112891719745225
1420,7.72,Low Fat,-2.1076704957615466,118.244,MED,Small,Tier 1,Supermarket Type1,958.752,FD,16,B,15.316580310880829
1421,6.65,Low Fat,-2.9263676978242885,149.7734,MED,Small,Tier 2,Supermarket Type1,2375.5744,FD,6,C,22.522315789473684
1422,10.6,Low Fat,-3.3477427132272246,84.4224,MED,High,Tier 3,Supermarket Type1,852.224,NC,26,B,7.964377358490566
1423,13.0,Low Fat,-2.7891920701323247,48.6034,LOW,Small,Tier 1,Grocery Store,145.8102,NC,28,A,3.738723076923077
1424,15.85,Low Fat,-3.141303905541339,37.5164,MED,Small,Tier 2,Supermarket Type1,270.3148,FD,9,A,2.3669652996845425
1425,12.15,Low Fat,-2.7703489444158604,36.6532,MED,Small,Tier 2,Supermarket Type1,251.6724,FD,6,A,3.016724279835391
1426,11.35,Regular,-2.755394356246794,89.4856,MED,Small,Tier 2,Supermarket Type1,1142.5128,FD,6,B,7.884193832599119
1427,20.1,Low Fat,-2.5589003287811267,60.8536,MED,High,Tier 3,Supermarket Type1,1347.5792,NC,26,A,3.0275422885572136
1428,15.7,Regular,-4.734669717499243,204.998,MED,Small,Tier 2,Supermarket Type1,5366.348,FD,6,D,13.0571974522293
1429,15.0,Regular,-1.9907503756594396,238.0248,LOW,Small,Tier 1,Grocery Store,711.0744,FD,28,D,15.86832
1430,16.7,Regular,-2.901551695145526,64.2168,MED,Small,Tier 2,Supermarket Type1,1661.8368,FD,6,A,3.8453173652694614
1431,6.115,Regular,-4.949890444213387,191.153,MED,Small,Tier 2,Supermarket Type1,3415.554,DR,6,C,31.259689288634505
1432,20.7,Low Fat,-3.609993858713593,73.9354,MED,Small,Tier 2,Supermarket Type1,1655.1788,NC,6,B,3.5717584541062806
1433,9.8,Regular,-2.6191620575911263,118.6098,MED,Small,Tier 2,Supermarket Type1,843.5686,FD,9,B,12.10304081632653
1434,16.85,Low Fat,-1.4101678178100865,148.076,LOW,Small,Tier 1,Grocery Store,146.476,FD,28,C,8.787893175074183
1435,20.35,Low Fat,-1.9534138525535945,121.9072,MED,Small,Tier 2,Supermarket Type1,1347.5792,FD,9,B,5.990525798525798
1436,6.71,Low Fat,-3.340633147551374,218.2166,HIGH,Medium,Tier 3,Supermarket Type3,3701.1822,FD,28,D,32.52110283159463
1437,6.85,Low Fat,-3.7781812484716157,260.0594,MED,High,Tier 3,Supermarket Type1,6018.1662,FD,26,D,37.96487591240876
1438,20.35,Low Fat,-2.918550090204938,116.5466,MED,High,Tier 3,Supermarket Type1,1885.5456,FD,26,B,5.72710565110565
1439,9.195,Regular,-2.141635132184183,158.9578,MED,Small,Tier 2,Supermarket Type1,2246.4092,FD,9,C,17.287417074497007
1440,9.695,Low Fat,-2.1705347215401596,158.8604,MED,Medium,Tier 1,Supermarket Type1,4436.8912,NC,14,C,16.385807117070655
1441,8.895,Low Fat,-3.07641223089464,206.7954,LOW,Small,Tier 1,Grocery Store,833.5816,FD,28,D,23.24849915682968
1442,11.65,Regular,-2.5790085554496147,85.1908,MED,Small,Tier 1,Supermarket Type1,2181.1608,FD,16,B,7.312515021459227
1443,6.035,Regular,-2.7222144572303884,188.324,MED,High,Tier 3,Supermarket Type1,1491.392,FD,26,C,31.205302402651203
1444,18.2,Low Fat,-2.3241654018301796,221.8456,LOW,Small,Tier 3,Grocery Store,884.1824,NC,15,D,12.189318681318682
1445,15.2,Low Fat,-2.83314443543047,110.4912,LOW,Small,Tier 1,Grocery Store,436.7648,NC,28,B,7.269157894736843
1446,7.63,Low Fat,-2.7917624570902766,93.3436,MED,Medium,Tier 3,Supermarket Type2,1323.6104,DR,4,B,12.233761467889908
1447,6.385,Regular,-2.087784931155168,33.2874,MED,Small,Tier 2,Supermarket Type1,141.1496,FD,11,A,5.213375097885669
1448,9.6,Regular,-4.2495682375031425,187.3872,MED,Medium,Tier 3,Supermarket Type2,2647.2208,FD,4,C,19.5195
1449,20.5,Low Fat,-2.7993823428024904,75.0696,LOW,Small,Tier 3,Grocery Store,149.1392,FD,15,B,3.661931707317073
1450,16.1,Low Fat,-3.412966906595904,253.0356,HIGH,Medium,Tier 3,Supermarket Type3,11445.102,FD,28,D,15.716496894409936
1451,18.35,Low Fat,-4.261342637544728,225.4746,MED,Small,Tier 2,Supermarket Type1,1346.2476,NC,6,D,12.287444141689372
1452,19.6,Low Fat,-3.3842977286272435,56.2614,MED,Small,Tier 1,Supermarket Type1,773.6596,DR,16,A,2.8704795918367347
1453,14.15,Regular,-3.7109593508209175,197.211,MED,Small,Tier 2,Supermarket Type1,3731.809,FD,11,C,13.937173144876326
1454,5.325,Regular,-2.1847771065378248,55.9298,LOW,Small,Tier 1,Grocery Store,107.8596,FD,28,A,10.50324882629108
1455,14.5,Regular,-2.3358272724482054,159.0262,HIGH,Medium,Tier 3,Supermarket Type3,5887.6694,FD,28,C,10.967324137931033
1456,17.6,Low Fat,-2.331003147935272,89.8856,MED,Small,Tier 2,Supermarket Type1,351.5424,DR,9,B,5.107136363636363
1457,19.0,Regular,-2.718021964285049,188.4214,MED,Small,Tier 2,Supermarket Type1,2826.321,FD,6,C,9.916915789473684
1458,8.42,Regular,-3.4773027657771864,228.7352,MED,Medium,Tier 1,Supermarket Type1,5954.9152,FD,14,D,27.16570071258907
1459,9.3,Low Fat,-3.5579089477613457,195.8136,MED,High,Tier 3,Supermarket Type1,2332.9632,FD,26,C,21.055225806451613
1460,19.75,Low Fat,-3.3848286434202794,213.2902,MED,Small,Tier 2,Supermarket Type1,4247.804,FD,9,D,10.799503797468354
1461,6.78,Low Fat,-2.709566690391057,185.324,MED,High,Tier 3,Supermarket Type1,3914.904,FD,26,C,27.33392330383481
1462,15.199999999999998,Low Fat,-1.7722910448302667,116.2492,LOW,Small,Tier 1,Grocery Store,115.8492,NC,28,B,7.647973684210528
1463,17.25,Low Fat,-2.876276622683842,263.591,MED,Small,Tier 2,Supermarket Type1,788.973,DR,11,D,15.280637681159421
1464,15.3,Regular,-2.4678702921489606,215.0218,MED,Small,Tier 1,Supermarket Type1,1923.4962,FD,16,D,14.053712418300654
1465,15.7,Regular,-3.5893220882051406,168.279,MED,Small,Tier 1,Supermarket Type1,4074.696,FD,16,C,10.718407643312101
1466,17.85,Low Fat,-2.953305263760133,121.7072,MED,Small,Tier 2,Supermarket Type1,2817.6656,FD,9,B,6.818330532212885
1467,12.8,Regular,-3.2248483876659577,184.2608,HIGH,Medium,Tier 3,Supermarket Type3,6064.1064,FD,28,C,14.395374999999998
1468,15.3,Low Fat,-3.258128816542428,104.0332,LOW,Small,Tier 3,Grocery Store,205.0664,NC,15,B,6.799555555555555
1469,16.25,Low Fat,-3.6578004487436258,166.9474,MED,Small,Tier 2,Supermarket Type1,2863.6058,FD,11,C,10.273686153846153
1470,15.0,Regular,-1.82448249288216,185.1266,MED,High,Tier 3,Supermarket Type1,2213.1192,FD,26,C,12.341773333333332
1471,13.85,Low Fat,-3.3627327427225,116.1492,MED,Small,Tier 2,Supermarket Type1,1274.3412,DR,11,B,8.3862238267148
1472,17.6,Low Fat,-2.3818117219171135,89.1856,HIGH,Medium,Tier 3,Supermarket Type3,2109.2544,DR,28,B,5.067363636363636
1473,13.8,Regular,-2.7440852028269407,77.3012,MED,Medium,Tier 1,Supermarket Type1,1593.9252,FD,14,B,5.601536231884057
1474,7.475,Low Fat,-2.5765433558664186,153.9656,MED,Medium,Tier 3,Supermarket Type2,2625.9152,NC,4,C,20.59740468227425
1475,18.7,Regular,-2.643786219209589,228.601,MED,Small,Tier 2,Supermarket Type1,4823.721,FD,6,D,12.224652406417112
1476,12.5,Low Fat,-1.6721589821375304,119.244,LOW,Small,Tier 3,Grocery Store,119.844,FD,15,B,9.53952
1477,15.85,Low Fat,-3.1411147797465384,38.3164,MED,Small,Tier 1,Supermarket Type1,540.6296,FD,16,A,2.4174384858044164
1478,19.35,Low Fat,-3.647541522312213,169.5474,HIGH,Medium,Tier 3,Supermarket Type3,4211.185,FD,28,C,8.76213953488372
1479,20.75,Low Fat,-2.21500470209021,161.3578,MED,Medium,Tier 3,Supermarket Type2,4492.8184,FD,4,C,7.776279518072289
1480,5.82,Low Fat,-2.517943651157091,168.379,MED,Small,Tier 2,Supermarket Type1,1188.453,NC,9,C,28.931099656357386
1481,5.785,Regular,-2.406511082521113,89.8856,LOW,Small,Tier 3,Grocery Store,175.7712,FD,15,B,15.537700950734658
1482,13.1,Regular,-2.3132601795191685,195.7768,MED,Medium,Tier 1,Supermarket Type1,4138.6128,FD,14,C,14.944793893129772
1483,10.1,Regular,-2.972867239375811,225.1088,MED,High,Tier 3,Supermarket Type1,3579.3408,FD,26,D,22.288
1484,16.75,Low Fat,-3.424039886507804,192.1162,MED,Small,Tier 2,Supermarket Type1,3848.324,NC,9,C,11.469623880597014
1485,10.8,Low Fat,-2.323428291096289,98.9042,HIGH,Medium,Tier 3,Supermarket Type3,4960.21,FD,28,B,9.157796296296295
1486,17.1,Regular,-2.6455734320405124,208.5638,MED,Medium,Tier 1,Supermarket Type1,5383.6588,FD,14,D,12.196713450292396
1487,7.42,Low Fat,-3.8926202129572185,248.9092,MED,Small,Tier 1,Supermarket Type1,2241.0828,FD,16,D,33.54571428571428
1488,7.51,Low Fat,-2.26516379589614,113.7544,MED,Small,Tier 1,Supermarket Type1,671.1264,FD,16,B,15.14705725699068
1489,11.6,Low Fat,-3.4715382076602963,179.6686,LOW,Small,Tier 1,Grocery Store,177.7686,FD,28,C,15.488672413793104
1490,9.6,Low Fat,-2.7758825730150676,242.417,LOW,Small,Tier 1,Grocery Store,486.034,FD,28,D,25.251770833333335
1491,19.2,Regular,-3.7759863411190477,181.195,MED,Small,Tier 2,Supermarket Type1,2380.235,FD,9,C,9.437239583333334
1492,18.6,Low Fat,-1.8834914039938715,99.9358,MED,Small,Tier 1,Supermarket Type1,201.0716,FD,16,B,5.372892473118279
1493,7.105,Low Fat,-3.101286274595574,59.2562,MED,Medium,Tier 3,Supermarket Type2,651.8182,NC,4,A,8.340070372976776
1494,4.92,Low Fat,-3.0744514857674865,199.8084,MED,Small,Tier 2,Supermarket Type1,3968.168,FD,6,C,40.61146341463415
1495,11.0,Regular,-2.0165009966262395,221.5798,MED,Small,Tier 2,Supermarket Type1,4187.2162,FD,9,D,20.143618181818184
1496,7.68,Low Fat,-1.3651268265179433,84.4224,LOW,Small,Tier 3,Grocery Store,170.4448,NC,15,B,10.9925
1497,13.15,Low Fat,-3.3000983803718698,181.3976,MED,Small,Tier 2,Supermarket Type1,3078.6592,FD,6,C,13.794494296577946
1498,7.52,Regular,-3.118972912370582,182.995,MED,Medium,Tier 3,Supermarket Type2,4394.28,FD,4,C,24.334441489361705
1499,8.895,Regular,-1.98152418170714,162.1236,MED,Medium,Tier 1,Supermarket Type1,2577.9776,FD,14,C,18.226374367622263
1500,4.805,Regular,-3.2789429974008626,126.7704,MED,High,Tier 3,Supermarket Type1,2628.5784,FD,26,B,26.38301768990635
1501,17.1,Low Fat,-1.4923782138784876,112.7886,LOW,Small,Tier 1,Grocery Store,222.3772,FD,28,B,6.595824561403508
1502,7.785,Low Fat,-2.418335530777794,62.751,MED,Medium,Tier 3,Supermarket Type2,1707.777,FD,4,A,8.060500963391137
1503,8.975,Regular,-2.9369465556029963,86.0224,MED,Small,Tier 2,Supermarket Type1,1278.336,FD,6,B,9.58466852367688
1504,6.235,Low Fat,-2.1362263246226196,262.891,HIGH,Medium,Tier 3,Supermarket Type3,5522.811,NC,28,D,42.16375300721732
1505,9.3,Low Fat,-2.6600064598815334,182.9292,MED,Small,Tier 2,Supermarket Type1,4013.4424,FD,6,C,19.669806451612903
1506,10.895,Low Fat,-1.987603229110435,263.7568,MED,Medium,Tier 1,Supermarket Type1,7646.0472,FD,14,D,24.20897659476824
1507,15.0,Regular,-3.613768122636432,220.9456,MED,Medium,Tier 3,Supermarket Type2,1768.3648,FD,4,D,14.729706666666667
1508,12.15,Low Fat,-1.8724227878693167,224.4404,MED,Medium,Tier 3,Supermarket Type2,5626.01,NC,4,D,18.472460905349795
1509,16.7,Regular,-2.1255875838229614,180.3976,MED,High,Tier 3,Supermarket Type1,3078.6592,FD,26,C,10.802251497005988
1510,15.1,Regular,-2.697851574344348,257.3304,MED,Medium,Tier 3,Supermarket Type2,3874.956,FD,4,D,17.041748344370863
1511,8.02,Low Fat,-4.003218459838006,157.7972,MED,High,Tier 3,Supermarket Type1,1713.7692,NC,26,C,19.67546134663342
1512,19.35,Regular,-3.001493336655733,78.2644,MED,Medium,Tier 1,Supermarket Type1,1492.7236,FD,14,B,4.044671834625323
1513,20.7,Regular,-2.102030023307206,119.7466,MED,Small,Tier 2,Supermarket Type1,4006.7844,FD,6,B,5.784859903381642
1514,16.85,Low Fat,-1.975135452133886,147.476,HIGH,Medium,Tier 3,Supermarket Type3,3368.948,FD,28,C,8.752284866468841
1515,4.59,Low Fat,-2.648170920512962,114.586,MED,Small,Tier 1,Supermarket Type1,1245.046,DR,16,B,24.964270152505446
1516,18.1,Low Fat,-3.283619033619519,95.5094,LOW,Small,Tier 3,Grocery Store,95.2094,FD,15,B,5.276762430939226
1517,12.85,Low Fat,-2.927567117862598,185.1608,MED,Medium,Tier 1,Supermarket Type1,2388.8904,NC,14,C,14.409400778210117
1518,16.75,Low Fat,-2.5748661981855054,34.0532,MED,Small,Tier 2,Supermarket Type1,575.2512,NC,6,A,2.0330268656716415
1519,14.85,Regular,-4.6056701109297435,154.463,MED,Small,Tier 2,Supermarket Type1,3755.112,FD,6,C,10.401548821548822
1520,8.235,Low Fat,-2.493805890829654,149.1076,MED,Small,Tier 2,Supermarket Type1,1182.4608,FD,11,C,18.106569520340013
1521,6.425,Low Fat,-2.7626739880597713,131.3626,MED,High,Tier 3,Supermarket Type1,262.3252,FD,26,B,20.445540856031126
1522,6.59,Low Fat,-2.2481223246996516,83.4908,MED,Small,Tier 1,Supermarket Type1,1342.2528,FD,16,B,12.669317147192716
1523,12.6,Regular,-3.8229364248304303,247.0092,HIGH,Medium,Tier 3,Supermarket Type3,5478.2024,FD,28,D,19.60390476190476
1524,12.6,Low Fat,-2.7519979193610875,123.0414,HIGH,Medium,Tier 3,Supermarket Type3,4629.9732,NC,28,B,9.765190476190476
1525,6.36,Low Fat,-5.113929113509417,163.0526,MED,Small,Tier 2,Supermarket Type1,1644.526,NC,6,C,25.637201257861637
1526,17.35,Regular,-2.7613370919095095,89.383,MED,Small,Tier 2,Supermarket Type1,1258.362,FD,6,B,5.1517579250720456
1527,8.6,Low Fat,-2.6619906903470514,90.5146,MED,Small,Tier 2,Supermarket Type1,729.7168,NC,6,B,10.524953488372093
1528,17.7,Low Fat,-4.4515513904433455,96.541,MED,Medium,Tier 3,Supermarket Type2,2220.443,FD,4,B,5.4542937853107345
1529,7.6,Regular,-1.9490396157320435,171.9448,MED,Small,Tier 1,Supermarket Type1,3749.7856,FD,16,C,22.624315789473684
1530,19.6,Low Fat,-3.720291610355476,48.7718,MED,Small,Tier 1,Supermarket Type1,236.359,DR,16,A,2.4883571428571427
1531,13.0,Low Fat,-2.495675971322499,61.3194,HIGH,Medium,Tier 3,Supermarket Type3,2043.3402,NC,28,A,4.716876923076923
1532,9.3,Low Fat,-2.704276365984138,184.2292,MED,Small,Tier 2,Supermarket Type1,1641.8628,FD,11,C,19.80959139784946
1533,20.2,Low Fat,-2.5984336606802225,91.4462,MED,Small,Tier 2,Supermarket Type1,1943.4702,NC,11,B,4.527039603960397
1534,11.35,Regular,-5.197474158578506,171.179,MED,Small,Tier 1,Supermarket Type1,4923.591,FD,16,C,15.081850220264318
1535,16.5,Low Fat,-3.5550633270301173,90.3146,MED,Small,Tier 2,Supermarket Type1,2554.0088,FD,6,B,5.473612121212121
1536,17.1,Low Fat,-3.251778298202689,165.0842,MED,High,Tier 3,Supermarket Type1,2320.9788,NC,26,C,9.65404678362573
1537,4.88,Regular,-2.0801455894633225,53.1298,MED,Small,Tier 2,Supermarket Type1,808.947,FD,9,A,10.887254098360657
1538,10.195,Low Fat,-2.225582089775375,148.7076,MED,Small,Tier 2,Supermarket Type1,1330.2684,FD,6,C,14.586326630701326
1539,12.8,Regular,-3.745373279430004,223.2404,MED,Medium,Tier 3,Supermarket Type2,2475.4444,FD,4,D,17.44065625
1540,12.1,Low Fat,-2.6498692826982726,180.4002,LOW,Small,Tier 1,Grocery Store,716.4008,FD,28,C,14.90910743801653
1541,8.05,Regular,-2.5418601222769213,258.5646,MED,Medium,Tier 3,Supermarket Type2,3091.9752,FD,4,D,32.119826086956515
1542,20.6,Regular,-3.074598981319895,178.0344,MED,Medium,Tier 3,Supermarket Type2,1605.9096,FD,4,C,8.642446601941748
1543,6.32,Low Fat,-4.360675951333053,39.9822,MED,Medium,Tier 3,Supermarket Type2,78.5644,FD,4,A,6.32629746835443
1544,5.465,Regular,-3.0264636624065844,131.2626,MED,High,Tier 3,Supermarket Type1,3410.2276,FD,26,B,24.018774016468434
1545,18.25,Low Fat,-2.0204476058859155,226.2062,LOW,Small,Tier 3,Grocery Store,677.1186,FD,15,D,12.394860273972602
1546,14.5,Regular,-2.052141747328798,102.0332,MED,Medium,Tier 1,Supermarket Type1,2050.664,FD,14,B,7.036772413793103
1547,15.7,Low Fat,-1.8243808372403543,57.5562,MED,Medium,Tier 3,Supermarket Type2,829.5868,NC,4,A,3.666
1548,9.6,Low Fat,-4.4908374513359455,166.9184,LOW,Small,Tier 3,Grocery Store,660.4736,NC,15,C,17.387333333333334
1549,20.7,Regular,-2.168976723332331,94.9436,MED,Medium,Tier 1,Supermarket Type1,1229.0668,FD,14,B,4.586647342995169
1550,6.055,Low Fat,-3.4704395235000938,159.9578,MED,Small,Tier 1,Supermarket Type1,2727.7826,FD,16,C,26.417473162675474
1551,5.655,Low Fat,-2.461874091398634,165.05,MED,Small,Tier 1,Supermarket Type1,2330.3,FD,16,C,29.186560565870913
1552,6.78,Low Fat,-2.7046688592873083,186.424,MED,Medium,Tier 3,Supermarket Type2,1304.968,FD,4,C,27.496165191740413
1553,15.6,Low Fat,-2.541298490226313,241.3854,LOW,Small,Tier 1,Grocery Store,483.3708,FD,28,D,15.473423076923078
1554,6.865,Regular,-3.3230443012871906,244.4486,MED,Small,Tier 2,Supermarket Type1,4153.9262,FD,6,D,35.607953386744356
1555,6.61,Regular,-3.024961722038439,188.4898,LOW,Small,Tier 3,Grocery Store,187.0898,FD,15,C,28.515854765506806
1556,20.6,Low Fat,-2.493719848181419,120.9756,HIGH,Medium,Tier 3,Supermarket Type3,3877.6192,FD,28,B,5.872601941747573
1557,12.6,Low Fat,-2.745117643408026,121.9414,MED,Small,Tier 2,Supermarket Type1,1462.0968,NC,11,B,9.677888888888889
1558,6.055,Low Fat,-3.4663742184798405,160.3578,MED,Medium,Tier 3,Supermarket Type2,1765.0358,FD,4,C,26.48353426919901
1559,20.2,Low Fat,-2.301436343059977,188.3898,MED,Small,Tier 2,Supermarket Type1,3554.7062,NC,11,C,9.326227722772279
1560,19.6,Regular,-1.4953299326416518,168.8816,LOW,Small,Tier 1,Grocery Store,167.7816,FD,28,C,8.616408163265305
1561,14.15,Low Fat,-3.325800980603831,40.5138,MED,Small,Tier 1,Supermarket Type1,446.7518,DR,16,A,2.863166077738516
1562,16.5,Regular,-2.71515910962199,184.4292,MED,High,Tier 3,Supermarket Type1,3101.2964,FD,26,C,11.177527272727273
1563,13.3,Regular,-2.638910626376705,61.0536,MED,Small,Tier 2,Supermarket Type1,1898.8616,FD,9,A,4.590496240601504
1564,9.195,Low Fat,-2.225076599885246,181.7634,MED,Medium,Tier 1,Supermarket Type1,6179.9556,FD,14,C,19.76763458401305
1565,8.895,Low Fat,-3.641379874771902,207.5954,HIGH,Medium,Tier 3,Supermarket Type3,6668.6528,FD,28,D,23.33843732433952
1566,9.0,Low Fat,-2.4541237853658493,168.6816,MED,Small,Tier 2,Supermarket Type1,1342.2528,FD,9,C,18.7424
1567,15.7,Regular,-4.740499307845635,207.898,MED,Small,Tier 2,Supermarket Type1,3095.97,FD,9,D,13.241910828025478
1568,18.1,Low Fat,-3.0155979560381074,128.7336,MED,Medium,Tier 1,Supermarket Type1,2173.1712,NC,14,B,7.11235359116022
1569,10.395,Low Fat,-2.193243085006573,59.822,HIGH,Medium,Tier 3,Supermarket Type3,1677.816,FD,28,A,5.754882154882155
1570,15.7,Regular,-3.484390193207165,253.1724,MED,Medium,Tier 1,Supermarket Type1,5285.1204,FD,14,D,16.125630573248408
1571,9.195,Regular,-2.551102338469533,107.1596,MED,High,Tier 3,Supermarket Type1,2804.3496,FD,26,B,11.654116367591081
1572,7.3,Low Fat,-2.4567242545543064,146.6076,HIGH,Medium,Tier 3,Supermarket Type3,1773.6912,FD,28,C,20.083232876712326
1573,13.85,Regular,-2.8747050127581804,234.93,MED,Small,Tier 2,Supermarket Type1,4660.6,FD,11,D,16.96245487364621
1574,20.2,Low Fat,-2.7150647405612314,61.451,MED,Medium,Tier 3,Supermarket Type2,126.502,NC,4,A,3.0421287128712873
1575,5.365,Regular,-1.404284713418874,172.2764,LOW,Small,Tier 1,Grocery Store,171.7764,FD,28,C,32.11116495806151
1576,13.65,Regular,-4.362090682932467,55.5588,MED,Small,Tier 1,Supermarket Type1,1603.2464,FD,16,A,4.070241758241758
1577,15.0,Regular,-2.5516962274532733,238.7248,MED,High,Tier 3,Supermarket Type1,2133.2232,FD,26,D,15.914986666666666
1578,10.695,Low Fat,-2.748514743890948,36.0848,MED,Medium,Tier 3,Supermarket Type2,372.848,NC,4,A,3.3739878447872838
1579,18.25,Regular,-1.7015133666090037,109.157,HIGH,Medium,Tier 3,Supermarket Type3,1867.569,FD,28,B,5.981205479452054
1580,14.0,Regular,-1.9926857080052847,54.864,MED,Medium,Tier 3,Supermarket Type2,319.584,FD,4,A,3.9188571428571426
1581,6.655,Low Fat,-4.076966518914412,210.0586,MED,Small,Tier 1,Supermarket Type1,4221.172,FD,16,D,31.564027047332832
1582,16.5,Regular,-2.6863999288125964,101.199,MED,Small,Tier 1,Supermarket Type1,1031.99,FD,16,B,6.133272727272727
1583,9.6,Regular,-3.5992724154373565,257.8304,MED,Small,Tier 1,Supermarket Type1,1808.3128,FD,16,D,26.857333333333333
1584,6.55,Regular,-3.36222254488784,155.8288,MED,Medium,Tier 1,Supermarket Type1,1099.9016,FD,14,C,23.79065648854962
1585,16.25,Low Fat,-2.9553811002526533,89.8804,MED,Small,Tier 2,Supermarket Type1,1102.5648,FD,6,B,5.531101538461538
1586,15.25,Regular,-2.720501614205669,179.866,MED,High,Tier 3,Supermarket Type1,2696.49,FD,26,C,11.794491803278689
1587,9.695,Regular,-3.5349997938663096,174.537,MED,Small,Tier 2,Supermarket Type1,1235.059,FD,9,C,18.00278494069108
1588,20.5,Low Fat,-2.7543625211644645,74.7696,LOW,Small,Tier 1,Grocery Store,74.5696,FD,28,B,3.6472975609756095
1589,16.0,Low Fat,-2.863650355910961,225.0404,MED,Small,Tier 1,Supermarket Type1,4950.8888,FD,16,D,14.065025
1590,15.85,Low Fat,-2.157099129348185,218.3166,LOW,Small,Tier 3,Grocery Store,435.4332,FD,15,D,13.773917981072556
1591,12.8,Low Fat,-2.5810865961296017,98.241,HIGH,Medium,Tier 3,Supermarket Type3,2220.443,FD,28,B,7.675078125
1592,18.85,Low Fat,-1.7847176928343491,193.9136,MED,Medium,Tier 1,Supermarket Type1,3110.6176,NC,14,C,10.287193633952255
1593,6.215,Regular,-3.001301050449594,224.5062,MED,Small,Tier 2,Supermarket Type1,4514.124,FD,11,D,36.12328238133548
1594,18.85,Low Fat,-1.9593052947759546,167.7132,HIGH,Medium,Tier 3,Supermarket Type3,3889.6036,FD,28,C,8.89725198938992
1595,11.8,Low Fat,-2.833144877400111,80.8618,MED,Medium,Tier 1,Supermarket Type1,1288.9888,NC,14,B,6.852694915254237
1596,7.325,Low Fat,-2.366955158987648,90.3146,MED,Medium,Tier 3,Supermarket Type2,1733.0774,FD,4,B,12.329638225255973
1597,10.5,Low Fat,-3.034622468534422,159.2946,MED,Medium,Tier 1,Supermarket Type1,1893.5352,DR,14,C,15.170914285714286
1598,15.7,Regular,-3.96496275975044,61.9536,MED,Small,Tier 2,Supermarket Type1,1225.072,FD,11,A,3.9460891719745224
1599,20.75,Low Fat,-3.728348863789634,124.973,HIGH,Medium,Tier 3,Supermarket Type3,2463.46,FD,28,B,6.022795180722891
1600,13.0,Regular,-2.6529339176585487,63.4484,MED,Small,Tier 2,Supermarket Type1,1043.9744,FD,11,A,4.880646153846154
1601,13.5,Regular,-2.0756930400986517,264.491,MED,Medium,Tier 1,Supermarket Type1,6574.775,FD,14,D,19.591925925925924
1602,6.865,Low Fat,-4.265115089766381,128.9652,MED,Medium,Tier 3,Supermarket Type2,1679.1476,DR,4,B,18.785899490167516
1603,7.785,Low Fat,-1.970144580001927,103.0306,MED,High,Tier 3,Supermarket Type1,2404.2038,FD,26,B,13.234502247912653
1604,17.7,Regular,-4.098743864979484,46.9034,MED,Small,Tier 2,Supermarket Type1,972.068,FD,9,A,2.649909604519774
1605,20.2,Low Fat,-2.0853661455366903,93.6462,LOW,Small,Tier 3,Grocery Store,277.6386,NC,15,B,4.635950495049505
1606,7.855,Low Fat,-4.486395198034659,189.5188,MED,Small,Tier 1,Supermarket Type1,1904.188,FD,16,C,24.127154678548692
1607,6.36,Low Fat,-2.1159327774878425,45.906,MED,Small,Tier 2,Supermarket Type1,419.454,FD,9,A,7.217924528301886
1608,17.0,Regular,-4.137337160799793,229.4352,MED,Small,Tier 1,Supermarket Type1,4809.7392,FD,16,D,13.496188235294118
1609,5.78,Low Fat,-2.3393919610170033,163.5552,MED,Small,Tier 1,Supermarket Type1,1787.0072,FD,16,C,28.296747404844293
1610,11.5,Low Fat,-2.6168939870797274,187.953,MED,Small,Tier 2,Supermarket Type1,2656.542,FD,11,C,16.343739130434784
1611,13.6,Regular,-3.136288212060668,158.1946,HIGH,Medium,Tier 3,Supermarket Type3,6942.9624,FD,28,C,11.631955882352942
1612,18.2,Low Fat,-3.0053666757178834,147.3734,MED,Medium,Tier 3,Supermarket Type2,2375.5744,FD,4,C,8.097439560439561
1613,18.25,Low Fat,-2.5363736266258954,223.8062,MED,High,Tier 3,Supermarket Type1,4288.4178,FD,26,D,12.263353424657534
1614,12.6,Low Fat,-3.021224722428139,60.4194,MED,High,Tier 3,Supermarket Type1,990.7104,FD,26,A,4.795190476190476
1615,8.575,Regular,-2.631669925800138,195.3794,MED,Medium,Tier 1,Supermarket Type1,3511.4292,FD,14,C,22.784769679300293
1616,18.2,Low Fat,-1.8192497954219702,37.719,MED,Medium,Tier 3,Supermarket Type2,549.285,FD,4,A,2.0724725274725277
1617,8.115,Regular,-2.9219735766754913,155.2972,LOW,Small,Tier 3,Grocery Store,311.5944,FD,15,C,19.13705483672212
1618,12.65,Low Fat,-2.665482801088722,52.4324,MED,Small,Tier 2,Supermarket Type1,571.2564,FD,11,A,4.144853754940711
1619,17.6,Low Fat,-2.882058576341869,40.0454,HIGH,Medium,Tier 3,Supermarket Type3,419.454,FD,28,A,2.275306818181818
1620,8.775,Low Fat,-2.208081856863028,41.9428,MED,Small,Tier 1,Supermarket Type1,1537.998,DR,16,A,4.779806267806268
1621,5.94,Regular,-3.5278900517466347,187.7556,MED,Small,Tier 2,Supermarket Type1,3755.112,FD,9,C,31.608686868686863
