,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,price/weight,Outlet_Identifier_HIGH,Outlet_Identifier_LOW,Outlet_Identifier_MED,Item_MRP_Group_A,Item_MRP_Group_B,Item_MRP_Group_C,Item_MRP_Group_D
2011,10.195,0,-2.9638793862922674,31.9558,2,3,1,373.5138,2,26,3.134458067680235,0,0,1,1,0,0,0
2012,15.1,0,-2.5703887371010503,91.583,0,2,1,539.298,2,6,6.065099337748344,0,0,1,0,1,0,0
2013,13.65,1,-4.3358160996504465,114.8834,1,3,2,1612.5676,2,4,8.416366300366299,0,0,1,0,1,0,0
2014,18.2,0,-3.8133202233759875,141.418,0,1,0,559.272,2,28,7.770219780219781,0,1,0,0,0,1,0
2015,15.7,0,-2.5364596031471818,181.466,0,1,0,179.766,2,28,11.558343949044588,0,1,0,0,0,1,0
2016,5.985,0,-2.3399009080183473,125.2678,0,2,1,763.0068,2,6,20.930292397660818,0,0,1,0,1,0,0
2017,9.5,0,-1.948938715536505,189.9872,0,3,0,756.3488,0,15,19.99865263157895,0,1,0,0,0,1,0
2018,11.15,0,-2.1638154224679513,44.7744,0,2,1,181.0976,2,11,4.015641255605381,0,0,1,1,0,0,0
2019,10.8,0,-3.178139169989269,188.6214,1,3,3,6029.4848,1,28,17.46494444444444,1,0,0,0,0,1,0
2020,18.0,0,-3.9431920524181816,126.8994,0,1,1,3083.9856,1,16,7.049966666666666,0,0,1,0,1,0,0
2021,13.65,0,-2.0008007121784885,56.293,0,1,0,113.186,1,28,4.124029304029304,0,1,0,1,0,0,0
2022,16.2,0,-3.4409022347922846,73.4696,2,3,1,2087.9488,0,26,4.535160493827161,0,0,1,0,1,0,0
2023,13.15,0,-3.3041853236018026,179.7976,1,1,1,2535.3664,2,14,13.672821292775664,0,0,1,0,0,1,0
2024,20.6,0,-3.092674897069805,148.4392,2,3,1,1789.6704,1,26,7.20578640776699,0,0,1,0,0,1,0
2025,11.395,1,-2.6651750533442944,234.6616,0,1,1,4687.232,2,16,20.59338306274682,0,0,1,0,0,0,1
2026,6.78,1,-2.456476056550495,229.5694,2,3,1,3425.541,2,26,33.85979351032448,0,0,1,0,0,0,1
2027,8.84,1,-2.568099454812502,110.7228,1,1,1,1657.842,2,14,12.525203619909503,0,0,1,0,1,0,0
2028,16.7,0,-2.2822357818233963,184.0292,0,1,1,3101.2964,2,16,11.0197125748503,0,0,1,0,0,1,0
2029,13.3,1,-2.633081059147381,63.2536,0,2,1,1347.5792,2,6,4.75590977443609,0,0,1,1,0,0,0
2030,12.6,1,-2.7637487581106925,102.399,0,2,1,2270.378,2,6,8.126904761904763,0,0,1,0,1,0,0
2031,7.6,1,-1.9492287204271472,172.3448,0,2,1,2556.672,2,9,22.676947368421054,0,0,1,0,0,1,0
2032,12.6,1,-3.4574976109066893,170.5764,2,3,1,3779.0808,2,26,13.537809523809525,0,0,1,0,0,1,0
2033,6.67,1,-2.0905389548204085,90.0514,1,1,1,1505.3738,2,14,13.50095952023988,0,0,1,0,1,0,0
2034,10.695,0,-2.752769153910631,36.7848,0,2,1,782.9808,1,9,3.4394389901823277,0,0,1,1,0,0,0
2035,5.44,0,-3.1097512770757954,241.1538,0,1,0,480.7076,2,28,44.329742647058815,0,1,0,0,0,0,1
2036,16.6,0,-2.1020604636535767,173.5738,0,2,1,1911.5118,2,9,10.456253012048192,0,0,1,0,0,1,0
2037,10.0,1,-3.2763908817094696,127.2994,0,1,1,642.497,2,16,12.729940000000001,0,0,1,0,1,0,0
2038,19.1,0,-2.3812202558903293,185.2608,0,2,1,1470.0864,1,6,9.699518324607329,0,0,1,0,0,1,0
2039,17.6,0,-1.981901029099595,161.792,0,3,0,159.792,1,15,9.192727272727272,0,1,0,0,0,1,0
2040,19.5,1,-2.5601609143762394,235.3958,1,1,1,6309.7866,0,14,12.071579487179488,0,0,1,0,0,0,1
2041,10.1,1,-3.0842780198135946,38.4848,1,1,1,633.8416,2,14,3.8103762376237627,0,0,1,1,0,0,0
2042,8.6,0,-2.4017555510943946,112.6176,1,3,2,3091.9752,1,4,13.09506976744186,0,0,1,0,1,0,0
2043,19.7,0,-3.1771662403724967,109.1912,2,3,1,1637.868,2,26,5.542700507614213,0,0,1,0,1,0,0
2044,15.35,0,-4.261673180929925,37.219,0,2,1,805.618,2,6,2.4246905537459287,0,0,1,1,0,0,0
2045,5.26,1,-3.169879324844618,162.6868,0,2,1,3767.0964,2,6,30.9290494296578,0,0,1,0,0,1,0
2046,9.8,0,-2.2355458138599196,175.337,0,2,1,529.311,2,11,17.891530612244896,0,0,1,0,0,1,0
2047,16.5,0,-4.369033334391511,39.3506,0,2,1,645.1602,1,11,2.3848848484848486,0,0,1,1,0,0,0
2048,10.5,0,-3.184773525010451,40.1164,0,2,1,849.5608,2,9,3.820609523809524,0,0,1,1,0,0,0
2049,13.1,0,-4.410521916254065,191.353,1,3,2,1328.271,1,4,14.607099236641222,0,0,1,0,0,1,0
2050,5.34,1,-5.126888082428524,98.8358,1,3,3,2010.716,2,28,18.508576779026217,1,0,0,0,1,0,0
2051,9.3,1,-4.2652876994562625,196.5084,0,2,1,4364.9848,2,11,21.129935483870966,0,0,1,0,0,1,0
2052,14.3,0,-3.635335578186,79.6302,0,2,1,792.302,2,11,5.568545454545454,0,0,1,0,1,0,0
2053,6.13,0,-2.513199436585398,55.7298,1,3,3,2804.3496,2,28,9.09132137030995,1,0,0,1,0,0,0
2054,10.8,0,-2.9531648783321325,240.3564,0,2,1,4290.4152,0,11,22.255222222222223,0,0,1,0,0,0,1
2055,7.855,1,-2.156807373669871,38.1848,0,1,0,37.2848,2,28,4.861209420751114,0,1,0,1,0,0,0
2056,12.85,0,-1.9820473095673652,157.763,1,3,2,2659.871,2,4,12.27727626459144,0,0,1,0,0,1,0
2057,6.78,0,-2.708923277122184,184.624,0,2,1,5406.296,2,9,27.230678466076693,0,0,1,0,0,1,0
2058,9.195,1,-2.7488398836445027,85.5566,0,2,1,930.1226,2,9,9.30468733007069,0,0,1,0,1,0,0
2059,7.905,0,-2.747866763738542,229.2694,0,1,1,1826.9552,0,16,29.003086654016442,0,0,1,0,0,0,1
2060,17.6,0,-3.0089102225672093,115.4176,0,2,1,1145.176,2,6,6.557818181818181,0,0,1,0,1,0,0
2061,15.7,1,-2.1609716483163046,112.0202,0,2,1,3150.5656,2,6,7.135044585987262,0,0,1,0,1,0,0
2062,9.195,1,-2.9291639482384624,83.7566,0,1,0,253.6698,2,28,9.108928765633497,0,1,0,0,1,0,0
2063,19.2,0,-2.3026726468267706,112.7886,2,3,1,1779.0176,2,26,5.874406250000001,0,0,1,0,1,0,0
2064,7.405,0,-4.1776824982017855,92.7146,1,3,2,1185.7898,2,4,12.520540175557056,0,0,1,0,1,0,0
2065,19.5,1,-2.0466209425562467,233.9958,0,3,0,467.3916,0,15,11.999784615384616,0,1,0,0,0,0,1
2066,9.195,1,-2.9582664839941093,78.1644,0,2,1,1414.1592,2,6,8.500750407830342,0,0,1,0,1,0,0
2067,11.65,0,-2.0266903034091577,151.1024,0,2,1,1518.024,2,11,12.970163090128754,0,0,1,0,0,1,0
2068,21.1,0,-3.5409835863316412,146.1786,2,3,1,3034.0506,1,26,6.927895734597155,0,0,1,0,0,1,0
2069,8.695,0,-2.1185005328708186,93.2094,0,2,1,666.4658,1,6,10.719884991374354,0,0,1,0,1,0,0
2070,7.27,1,-3.8745417850848582,89.0488,2,3,1,181.0976,2,26,12.248803301237965,0,0,1,0,1,0,0
2071,8.85,0,-4.1347525174684465,105.6964,2,3,1,210.3928,1,26,11.94309604519774,0,0,1,0,1,0,0
2072,18.6,0,-4.149854396892223,152.9366,0,2,1,1662.5026,2,9,8.222397849462364,0,0,1,0,0,1,0
2073,21.25,0,-3.7076057416716126,144.6102,1,3,3,3791.0652,1,28,6.805185882352941,1,0,0,0,0,1,0
2074,9.1,1,-4.822471088862608,78.7618,1,1,1,402.809,2,14,8.655142857142856,0,0,1,0,1,0,0
2075,7.975,0,-4.223049040307901,82.425,1,1,1,749.025,2,14,10.335423197492164,0,0,1,0,1,0,0
2076,10.0,0,-2.606466861500807,121.444,0,2,1,2516.724,1,6,12.144400000000001,0,0,1,0,1,0,0
2077,6.865,0,-2.8676789230412614,214.0218,0,1,1,5556.7668,2,16,31.1757902403496,0,0,1,0,0,0,1
2078,16.7,1,-2.9073812892390536,65.5168,0,2,1,1022.6688,2,9,3.923161676646707,0,0,1,1,0,0,0
2079,7.285,0,-2.9537951186562665,174.9054,0,3,0,525.3162,1,15,24.008977350720656,0,1,0,0,0,1,0
2080,8.43,0,-4.0535366286007,196.2768,0,2,1,1576.6144,0,11,23.283131672597868,0,0,1,0,0,1,0
2081,20.2,1,-1.627405018530478,194.611,0,3,0,392.822,2,15,9.634207920792079,0,1,0,0,0,1,0
2082,8.75,1,-2.5936966928913483,187.6556,1,1,1,5257.1568,2,14,21.446354285714285,0,0,1,0,0,1,0
2083,17.1,0,-2.05734585134575,111.1886,1,3,3,4447.544,2,28,6.50225730994152,1,0,0,0,1,0,0
2084,9.6,0,-3.714868913246394,190.4214,1,3,3,5652.642,1,28,19.8355625,1,0,0,0,0,1,0
2085,9.695,0,-2.653118435237282,177.5344,0,2,1,3033.3848,0,9,18.31195461578133,0,0,1,0,0,1,0
2086,7.75,1,-2.4897499717591773,35.2558,0,1,1,780.9834,2,16,4.549135483870968,0,0,1,1,0,0,0
2087,19.75,0,-3.186154262439414,115.8466,2,3,1,2474.7786,2,26,5.865650632911392,0,0,1,0,1,0,0
2088,9.8,1,-1.4466642816254585,50.8008,0,3,0,101.2016,2,15,5.183755102040816,0,1,0,1,0,0,0
2089,11.8,1,-2.851694580893436,152.4366,0,2,1,3929.5516,2,6,12.918355932203388,0,0,1,0,0,1,0
2090,9.8,1,-3.0936277443450217,36.8874,1,1,1,564.5984,2,14,3.764020408163265,0,0,1,1,0,0,0
2091,7.42,0,-3.893452754843355,248.0092,2,3,1,1245.046,2,26,33.424420485175204,0,0,1,0,0,0,1
2092,20.75,0,-3.3363047888403616,151.8024,0,3,0,151.8024,0,15,7.315778313253013,0,1,0,0,0,1,0
2093,12.6,1,-2.767835699768471,103.999,1,1,1,825.592,2,14,8.25388888888889,0,0,1,0,1,0,0
2094,19.75,1,-4.012037392686395,179.566,1,3,2,2696.49,2,4,9.091949367088608,0,0,1,0,0,1,0
2095,10.895,1,-4.64455009581249,122.973,2,3,1,1231.73,2,26,11.287104176227627,0,0,1,0,1,0,0
2096,16.6,0,-3.625142241438255,53.5614,1,3,2,939.4438,2,4,3.226590361445783,0,0,1,1,0,0,0
2097,6.765,1,-2.4332214574025026,105.3306,0,2,1,2090.612,2,6,15.569933481152995,0,0,1,0,1,0,0
2098,13.1,0,-3.2792242301484356,175.8054,0,2,1,2801.6864,2,11,13.420259541984732,0,0,1,0,0,1,0
2099,19.6,0,-3.1919609272857223,89.5514,1,3,3,3364.9532,1,28,4.568948979591837,1,0,0,0,1,0,0
2100,6.155,1,-2.351824645123123,213.956,0,2,1,2343.616,2,6,34.76133225020308,0,0,1,0,0,0,1
2101,10.65,0,-3.022349612742792,164.1526,0,1,1,1808.9786,1,16,15.413389671361502,0,0,1,0,0,1,0
2102,14.1,0,-2.1448020496226827,197.9084,0,1,0,992.042,2,28,14.036056737588654,0,1,0,0,0,1,0
2103,20.25,1,-3.7748371609544313,241.8538,0,1,1,5768.4912,2,16,11.943397530864198,0,0,1,0,0,0,1
2104,20.5,0,-2.1257850768883153,106.0596,0,2,1,970.7364,2,9,5.173639024390244,0,0,1,0,1,0,0
2105,11.8,1,-4.263331375220173,176.8344,2,3,1,3568.688,2,26,14.985966101694913,0,0,1,0,0,1,0
2106,15.0,0,-3.071822399646747,120.0414,2,3,1,3533.4006,2,26,8.00276,0,0,1,0,1,0,0
2107,13.15,0,-3.3065713722126375,180.7976,2,3,1,6157.3184,2,26,13.74886692015209,0,0,1,0,0,1,0
2108,15.5,1,-2.2908905811389983,198.9768,1,3,2,4729.8432,2,4,12.837212903225806,0,0,1,0,0,1,0
2109,16.2,0,-3.3315582750301225,260.6278,1,3,3,9371.8008,2,28,16.088135802469136,1,0,0,0,0,0,1
2110,11.6,1,-2.533558858073783,81.7276,0,2,1,1949.4624,2,6,7.04548275862069,0,0,1,0,1,0,0
2111,14.35,1,-2.3962916802404677,231.8984,1,1,1,4633.968,2,14,16.16016724738676,0,0,1,0,0,0,1
2112,13.15,0,-3.1269250542927938,182.695,0,2,1,4211.185,2,11,13.89315589353612,0,0,1,0,0,1,0
2113,10.895,1,-4.643906648409686,121.673,0,2,1,1970.768,2,9,11.167783386874714,0,0,1,0,1,0,0
2114,10.1,0,-2.901516364973369,199.5084,0,2,1,3372.9428,1,6,19.753306930693068,0,0,1,0,0,1,0
2115,18.7,0,-4.221570799893222,50.8324,0,2,1,934.7832,0,6,2.7183101604278077,0,0,1,1,0,0,0
2116,12.15,0,-1.9291862562020747,224.0404,1,1,1,3375.606,1,14,18.439539094650204,0,0,1,0,0,0,1
2117,10.195,1,-1.9196182637883756,138.6838,0,1,1,2388.2246,2,16,13.603119176066699,0,0,1,0,0,1,0
2118,8.575,1,-2.6340559732742714,193.3794,2,3,1,780.3176,2,26,22.551533527696794,0,0,1,0,0,1,0
2119,16.5,1,-2.0142218725762207,102.2332,0,3,0,102.5332,2,15,6.195951515151515,0,1,0,0,1,0,0
2120,9.065,0,-2.155894237165511,95.3094,1,3,2,1713.7692,2,4,10.51399889685604,0,0,1,0,1,0,0
2121,16.6,0,-3.5906934860825697,178.7344,0,1,1,1605.9096,1,16,10.767132530120481,0,0,1,0,0,1,0
2122,11.6,1,-1.4227276210730635,238.5222,0,3,0,717.0666,2,15,20.562258620689654,0,1,0,0,0,0,1
2123,19.5,0,-4.245229849252192,57.1614,1,3,2,1381.535,1,4,2.931353846153846,0,0,1,1,0,0,0
2124,16.6,0,-3.606989911352209,106.2596,0,3,0,215.7192,1,15,6.401180722891566,0,1,0,0,1,0,0
2125,11.85,0,-2.018332542134413,98.0726,1,1,1,1076.5986,0,14,8.276168776371307,0,0,1,0,1,0,0
2126,12.85,0,-3.4066636947660247,170.6422,2,3,1,2931.5174,2,26,13.279548638132296,0,0,1,0,0,1,0
2127,9.0,0,-3.9354461478868035,170.0474,1,1,1,4211.185,1,14,18.894155555555557,0,0,1,0,0,1,0
2128,5.655,0,-2.462063191684107,165.85,0,2,1,1830.95,2,9,29.328028293545533,0,0,1,0,0,1,0
2129,8.93,0,-4.329101184976762,55.1614,0,1,1,939.4438,1,16,6.177088465845465,0,0,1,1,0,0,0
2130,15.2,0,-3.393446884511442,108.1912,0,2,1,1856.2504,1,9,7.117842105263158,0,0,1,0,1,0,0
2131,7.655,0,-2.9286502398886776,114.1492,0,3,0,115.8492,2,15,14.91171783148269,0,1,0,0,1,0,0
2132,6.3,0,-2.0648930540170523,209.027,1,3,3,4613.994,2,28,33.178888888888885,1,0,0,0,0,0,1
2133,15.5,0,-2.267188084737836,143.547,1,1,1,1431.47,2,14,9.261096774193549,0,0,1,0,0,1,0
2134,18.7,0,-2.2553114686662568,122.1072,1,1,1,490.0288,2,14,6.529796791443851,0,0,1,0,1,0,0
2135,9.5,0,-3.168730769454777,31.89,1,3,2,366.19,0,4,3.356842105263158,0,0,1,1,0,0,0
2136,13.65,0,-3.2176363683119296,34.4558,0,2,1,611.2044,2,6,2.5242344322344326,0,0,1,1,0,0,0
2137,19.5,1,-3.4816503484804673,86.254,0,2,1,2163.85,2,11,4.423282051282052,0,0,1,0,1,0,0
2138,8.71,0,-2.03827521016237,46.5376,2,3,1,575.2512,2,26,5.343008036739379,0,0,1,1,0,0,0
2139,20.25,1,-3.233587513013987,247.8092,0,1,0,498.0184,2,28,12.237491358024691,0,1,0,0,0,0,1
2140,19.6,0,-3.714651149705008,46.3718,0,2,1,661.8052,0,6,2.365908163265306,0,0,1,1,0,0,0
2141,12.15,1,-2.02917497459642,189.1872,1,3,3,5294.4416,2,28,15.570962962962962,1,0,0,0,0,1,0
2142,11.8,0,-2.834887517703165,82.3618,0,2,1,1208.427,1,9,6.979813559322034,0,0,1,0,1,0,0
2143,6.715,1,-2.101489885831556,40.3454,0,2,1,838.908,2,6,6.008250186150409,0,0,1,1,0,0,0
2144,19.1,0,-2.6994958342525703,39.6796,2,3,1,660.4736,1,26,2.077465968586387,0,0,1,1,0,0,0
2145,20.7,0,-3.841357014386645,156.6288,1,1,1,3928.22,2,14,7.5666086956521745,0,0,1,0,0,1,0
2146,10.195,0,-2.183187175295178,113.986,1,3,2,452.744,0,4,11.1805787150564,0,0,1,0,1,0,0
2147,20.2,1,-3.2322210526181547,155.163,0,2,1,782.315,2,6,7.681336633663367,0,0,1,0,0,1,0
2148,10.8,0,-2.7952207780362057,151.9024,0,1,1,2580.6408,0,16,14.065037037037037,0,0,1,0,0,1,0
2149,19.75,0,-4.24333768514101,100.8332,1,3,2,1537.998,1,4,5.105478481012659,0,0,1,0,1,0,0
2150,19.35,0,-4.09610805626407,120.9098,1,1,1,1687.1372,2,14,6.248568475452196,0,0,1,0,1,0,0
2151,7.405,0,-1.8335574336019875,206.6296,1,3,2,3115.944,2,4,27.904064821066846,0,0,1,0,0,0,1
2152,15.25,0,-2.791830438396031,128.8968,0,2,1,2348.9424,1,11,8.45224918032787,0,0,1,0,1,0,0
2153,7.935,0,-2.890166948870965,263.591,0,1,0,262.991,1,28,33.218777567737874,0,1,0,0,0,0,1
2154,8.895,0,-3.634499570148788,207.8954,0,2,1,3542.7218,2,11,23.372164137155707,0,0,1,0,0,0,1
2155,18.75,0,-3.372395720348409,215.2218,0,1,1,4701.8796,1,16,11.478496,0,0,1,0,0,0,1
2156,20.1,0,-2.595250213566961,110.3228,0,1,1,1768.3648,2,16,5.488696517412935,0,0,1,0,1,0,0
2157,12.35,0,-3.1707117614208316,35.7216,0,2,1,519.324,1,6,2.892437246963563,0,0,1,1,0,0,0
2158,16.85,1,-2.5255408119498575,111.8544,1,3,2,1677.816,2,4,6.638243323442135,0,0,1,0,1,0,0
2159,18.25,0,-2.2941818989340916,166.3526,0,3,0,164.4526,2,15,9.11521095890411,0,1,0,0,0,1,0
2160,17.0,0,-2.8910198698753677,219.8114,1,1,1,1108.557,2,14,12.930082352941175,0,0,1,0,0,0,1
2161,15.15,1,-4.405998477081501,133.2284,1,3,3,4350.3372,2,28,8.793953795379537,1,0,0,0,1,0,0
2162,14.3,0,-2.0329673983697893,76.7328,1,3,2,1312.9576,2,4,5.365930069930069,0,0,1,0,1,0,0
2163,17.6,1,-3.1849296708538852,35.019,0,1,1,659.142,2,16,1.989715909090909,0,0,1,1,0,0,0
2164,6.635,1,-3.082009156713903,37.9506,1,3,3,910.8144,2,28,5.7197588545591564,1,0,0,1,0,0,0
2165,20.25,0,-3.3111544768997367,218.3482,1,3,2,2409.5302,0,4,10.782627160493826,0,0,1,0,0,0,1
2166,18.0,0,-3.2382714090176834,145.1418,0,2,1,2648.5524,2,6,8.063433333333332,0,0,1,0,0,1,0
2167,16.35,0,-4.312983001808644,106.028,0,2,1,1065.28,1,11,6.484892966360856,0,0,1,0,1,0,0
2168,14.0,1,-3.4595357395977135,53.764,0,2,1,798.96,2,6,3.8402857142857143,0,0,1,1,0,0,0
2169,5.78,0,-4.229816167270613,145.2102,0,1,1,3062.0142,0,16,25.122871972318336,0,0,1,0,0,1,0
2170,21.0,0,-2.4946360916789314,191.8478,0,3,0,774.9912,2,15,9.135609523809524,0,1,0,0,0,1,0
2171,13.65,1,-2.5162010141665854,262.8936,1,1,1,4958.8784,2,14,19.259604395604395,0,0,1,0,0,0,1
2172,12.3,1,-1.7261401698417582,173.1396,0,3,0,697.7584,2,15,14.076390243902438,0,1,0,0,0,1,0
2173,12.35,1,-3.386427101292527,196.9426,0,2,1,2768.3964,2,11,15.946769230769231,0,0,1,0,0,1,0
2174,11.8,0,-2.171817741814998,185.1924,0,2,1,2591.2936,0,6,15.694271186440677,0,0,1,0,0,1,0
2175,19.7,0,-3.251154805693186,127.3362,0,2,1,755.0172,0,9,6.463766497461929,0,0,1,0,1,0,0
2176,10.1,0,-3.4396665524941277,50.9008,2,3,1,354.2056,2,26,5.039683168316832,0,0,1,1,0,0,0
2177,12.5,0,-1.627139148999164,120.544,0,1,0,479.376,2,28,9.64352,0,1,0,0,1,0,0
2178,17.85,0,-1.9220583913477582,94.1436,2,3,1,1607.2412,2,26,5.274151260504202,0,0,1,0,1,0,0
2179,20.7,0,-3.616466852574871,74.6354,2,3,1,1053.2956,1,26,3.6055748792270537,0,0,1,0,1,0,0
2180,8.89,0,-5.207651591678295,99.7016,0,1,1,1922.8304,2,16,11.215028121484814,0,0,1,0,1,0,0
2181,14.5,0,-2.7481161533694487,153.4682,0,2,1,1677.1502,2,9,10.584013793103448,0,0,1,0,0,1,0
2182,9.0,0,-3.435674950928258,100.8016,0,2,1,1113.2176,1,6,11.200177777777776,0,0,1,0,1,0,0
2183,13.35,0,-4.02531225951257,77.5012,1,3,2,1518.024,0,4,5.8053333333333335,0,0,1,0,1,0,0
2184,6.675,0,-3.171957363623304,92.3462,0,1,1,2406.2012,2,16,13.83463670411985,0,0,1,0,1,0,0
2185,10.3,1,-3.693856981475117,173.0422,2,3,1,2069.3064,2,26,16.80021359223301,0,0,1,0,0,1,0
2186,8.63,1,-3.5705717205800074,173.7422,1,3,3,3621.2862,2,28,20.132352259559674,1,0,0,0,0,1,0
2187,17.1,1,-2.603719334851446,207.0638,2,3,1,4969.5312,2,26,12.108994152046781,0,0,1,0,0,0,1
2188,14.15,0,-3.87285493789139,123.6046,1,3,2,1245.046,2,4,8.7353074204947,0,0,1,0,1,0,0
2189,10.8,0,-2.949550384168245,236.5564,0,2,1,5243.8408,0,6,21.903370370370368,0,0,1,0,0,0,1
2190,8.5,0,-2.3198995365883053,51.3324,1,3,2,934.7832,2,4,6.039105882352941,0,0,1,1,0,0,0
2191,6.215,0,-4.411348756926344,39.2848,2,3,1,521.9872,2,26,6.320965406275141,0,0,1,1,0,0,0
2192,17.5,0,-3.824836659024335,253.0356,0,2,1,4578.0408,2,9,14.459177142857142,0,0,1,0,0,0,1
2193,20.7,0,-3.148332276302651,178.3028,0,2,1,1062.6168,2,11,8.613661835748792,0,0,1,0,0,1,0
2194,8.975,1,-4.704013650497663,103.399,0,1,1,2579.975,2,16,11.520779944289695,0,0,1,0,1,0,0
2195,20.5,1,-3.4377654059077765,83.9592,0,3,0,165.1184,2,15,4.0955707317073164,0,1,0,0,1,0,0
2196,13.65,0,-2.719644197483769,46.1402,1,3,2,459.402,2,4,3.380234432234432,0,0,1,1,0,0,0
2197,13.1,0,-2.5805634392545147,167.5158,0,2,1,1504.0422,2,11,12.787465648854964,0,0,1,0,0,1,0
2198,4.615,1,-2.2846221863583844,232.23,0,2,1,5126.66,2,9,50.320693391115924,0,0,1,0,0,0,1
2199,12.3,1,-2.24123366712838,172.8396,0,1,1,2616.594,2,16,14.051999999999998,0,0,1,0,0,1,0
2200,20.0,0,-2.514129574362764,37.519,1,3,3,842.237,1,28,1.87595,1,0,0,1,0,0,0
2201,19.2,0,-2.3020292375103333,112.4886,0,2,1,1223.0746,2,9,5.858781250000001,0,0,1,0,1,0,0
2202,20.1,1,-2.908817986277415,152.1366,1,1,1,755.683,2,14,7.568985074626864,0,0,1,0,0,1,0
2203,11.5,1,-3.2774726727585444,109.5254,1,3,2,1953.4572,2,4,9.523947826086957,0,0,1,0,1,0,0
2204,9.3,0,-1.9039605952690026,143.0786,0,3,0,288.9572,2,15,15.38479569892473,0,1,0,0,0,1,0
2205,15.2,1,-2.261433370440054,176.5054,1,3,2,2976.7918,2,4,11.612197368421054,0,0,1,0,0,1,0
2206,12.65,1,-2.5744094463329446,191.3846,0,2,1,2675.1844,2,11,15.129217391304348,0,0,1,0,0,1,0
2207,11.1,0,-4.543172765714327,84.1908,0,2,1,755.0172,2,9,7.584756756756756,0,0,1,0,1,0,0
2208,19.75,0,-3.687289678477153,102.7332,0,1,0,410.1328,1,28,5.201681012658228,0,1,0,0,1,0,0
2209,21.0,0,-2.4496162617921162,192.6478,0,1,0,387.4956,2,28,9.173704761904762,0,1,0,0,0,1,0
2210,19.2,0,-3.188830854417807,131.231,0,2,1,3635.268,1,9,6.834947916666667,0,0,1,0,1,0,0
2211,19.75,0,-4.384145678261712,187.5872,0,2,1,1323.6104,2,11,9.498086075949367,0,0,1,0,0,1,0
2212,6.135,0,-2.536635255751994,112.686,0,2,1,2942.836,0,11,18.367726161369195,0,0,1,0,1,0,0
2213,12.5,0,-3.877920705570396,199.1742,0,2,1,4379.6324,2,9,15.933936000000001,0,0,1,0,0,1,0
2214,7.235,0,-2.300933956869841,193.9452,0,2,1,2936.178,2,11,26.806523842432618,0,0,1,0,0,1,0
2215,15.85,0,-2.859409176365432,53.3956,0,2,1,600.5516,2,9,3.368807570977918,0,0,1,1,0,0,0
2216,9.895,1,-3.020823522589313,260.5278,0,2,1,8851.1452,2,11,26.32923698837797,0,0,1,0,0,0,1
2217,20.75,0,-4.009186529392023,153.0024,0,2,1,2428.8384,0,9,7.373609638554217,0,0,1,0,0,1,0
2218,10.8,0,-2.953637329577785,239.9564,1,1,1,3813.7024,0,14,22.218185185185185,0,0,1,0,0,0,1
2219,8.76,0,-2.9931250951990678,128.3336,1,1,1,2556.672,1,14,14.649954337899542,0,0,1,0,1,0,0
2220,16.1,1,-3.6893634512216424,97.341,1,1,1,1255.033,2,14,6.046024844720496,0,0,1,0,1,0,0
2221,7.1,0,-2.2073577802594655,172.908,0,2,1,2769.728,2,9,24.353239436619717,0,0,1,0,0,1,0
2222,19.35,1,-3.0010208936846494,76.8644,0,2,1,1571.288,2,11,3.9723204134366923,0,0,1,0,1,0,0
2223,16.7,1,-2.145353045460193,189.2214,0,3,0,188.4214,2,15,11.330622754491017,0,1,0,0,0,1,0
2224,9.5,1,-3.348928617699788,168.6448,2,3,1,1022.6688,2,26,17.752084210526316,0,0,1,0,0,1,0
2225,8.43,0,-4.056395118327733,197.8768,2,3,1,3744.4592,0,26,23.4729300118624,0,0,1,0,0,1,0
2226,14.15,0,-4.731661503909438,196.511,0,2,1,2749.754,1,11,13.887703180212014,0,0,1,0,0,1,0
2227,5.44,0,-3.665799301814811,239.1538,1,3,2,480.7076,2,4,43.962095588235286,0,0,1,0,0,0,1
2228,7.35,1,-4.2437841765652395,242.6512,2,3,1,969.4048,2,26,33.013768707482996,0,0,1,0,0,0,1
2229,8.6,1,-2.9146940369684593,129.131,1,3,3,4933.578,2,28,15.015232558139536,1,0,0,0,1,0,0
2230,20.1,1,-2.9112040286532874,151.3366,2,3,1,2720.4588,2,26,7.52918407960199,0,0,1,0,0,1,0
2231,12.0,0,-3.3821469195242195,181.8976,0,1,1,4527.44,2,16,15.158133333333334,0,0,1,0,0,1,0
2232,21.25,0,-4.605483034920216,185.5608,0,2,1,3123.9336,2,9,8.73227294117647,0,0,1,0,0,1,0
2233,8.3,1,-3.499499566051419,98.0384,0,2,1,2857.6136,2,11,11.811855421686746,0,0,1,0,1,0,0
2234,10.1,0,-3.6038963059237847,76.067,0,2,1,1454.773,2,6,7.531386138613861,0,0,1,0,1,0,0
2235,14.15,0,-3.2669328878220067,123.5046,0,2,1,1992.0736,2,6,8.728240282685512,0,0,1,0,1,0,0
2236,9.0,0,-2.5319173297789628,78.3644,0,2,1,1728.4168,2,11,8.707155555555556,0,0,1,0,1,0,0
2237,12.15,0,-3.8252955979207,163.6184,1,3,2,2311.6576,2,4,13.46653497942387,0,0,1,0,0,1,0
